restaurant_no,restaurant_name,city,address,rating,cost_per_person,cuisine,restaurant_link,menu_category,item,price,veg_or_non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Accompaniments,Roasted Papad,35,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Accompaniments,Fried Papad,40,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Tandoori Roti (1 Pc),45,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Butter Roti,50,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Plain Kulcha (1 Pc),50,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Boiled Egg,55,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Salads,Cucumber Salad,55,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Plain Methi Roti,55,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Plain Kasta Roti,55,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Butter Kulcha,55,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Pudina Paratha,55,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Plain Garlic Roti (1 Pc),55,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Paratha (1 Pc),55,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Accompaniments,Plain Curd,55,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Plain Naan,60,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Salads,Green Salad,65,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Salads,Kachumber Salad,65,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Butter Naan (1 Pc),65,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Garlic Naan (1 Pc),70,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Accompaniments,Masala Papad,75,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Accompaniments,Mixed Vegetable Raita,75,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Accompaniments,Aloo Raita,75,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Accompaniments,Boondi Raita,75,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Beverages,Coca Cola,75,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Cheese Naan,85,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Stuffed Kulcha,90,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Stuffed Paratha,90,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Aloo Paratha,90,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Indian Breads,Gobi Paratha,90,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Accompaniments,Pineapple Raita,90,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Soups,Cream of Veg Soup,95,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Soups,Cream of Tomato Soup,95,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Soups,Cream of Mushroom Soup,95,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Soups,Sweet Corn Soup,95,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Soups,Veg Manchow Soup,95,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Soups,Veg Hot & Sour Soup,95,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Soups,Chicken Sweet Corn Soup,105,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Soups,Chicken Manchow Soup,105,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Soups,Chicken Hot & Sour Soup,105,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Omelette,105,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Biryani And Rice,Steamed Rice,105,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Egg Fried Rice,110,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Egg Bhurji,115,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Biryani And Rice,Curd Rice,140,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Egg Masala,155,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Egg Green Masala,155,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Dal Fry,155,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Biryani And Rice,Biryani Rice,155,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Recommended,Dal Tadka,165,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Vegetable Jaipuri,165,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Egg Chilli,165,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Dal Tadka,165,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Veg Fried Rice,165,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Recommended,Veg Hakka Noodles,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Aloo Gobi Mattar,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Aloo Palak,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Dum Aloo,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Aloo Jeera,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Mixed Veg Curry,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Vegetable Kolhapuri,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Chana Masala,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Vegetable Jalfrezi,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Green Peas Masala,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Vegetable Kadai,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Plain Palak,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Veg Hyderabadi,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Egg Mughlai,175,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Dal Khichdi,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Schezwan Egg Fried Rice,175,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Veg Hakka Noodles,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Veg Schezwan Noodles,175,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Recommended,Ghee Rice,180,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Recommended,Chicken Fried Rice,180,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Dal Palak,180,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Biryani And Rice,Ghee Rice,180,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Biryani And Rice,Jeera Rice,180,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Chicken Fried Rice,180,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Recommended,Gobi Manchurian,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Recommended,Mixed Veg Pulao,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Starters,Gobi 65,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Starters,Gobi Manchurian,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Starters,Chilli Gobi,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Starters,Veg in Hot Garlic Sauce,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Starters,Chilli Fried Vegetables,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Vegetable Kali Mirch,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Vegetable Patiala,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Vegetable Lajawab,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Vegetable Nizami Handi,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Methi Malai Mattar,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Veg Tawa,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Biryani And Rice,Mixed Veg Pulao,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Biryani And Rice,Jeera Pulao,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Biryani And Rice,Peas Pulao,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Veg Shanghai Fried Rice,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Veg Singapuri Fried Rice,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Veg Schezwan Fried Rice,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Veg Singapuri Noodles,185,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Biryani And Rice,Egg Dum Biryani,190,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Chinese Main Course,Egg Noodles,190,Non-veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Recommended,Mushroom Masala,195,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Recommended,Sabji Havelli,195,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Starters,Baby Corn Pepper Dry,195,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Starters,Baby corn Manchurian,195,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Starters,Chilli Baby corn,195,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Starters,Veg Manchurian,195,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Veg Special Gravy,195,Veg
1,Tandoor Hut,Bangalore,"Tandoor Hut, 477, KHB Colony, 5th Block, Koramangala",4.3,300,"Biryani,Chinese",https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-1,Main Course,Veg Kofta Curry,195,Veg
